abbreviatedAddress,address/city,address/zipcode,bathrooms,bedrooms,livingArea,description,dateSold,daysOnZillow,price,lastSoldPrice,yearSold
2310-2316 N Killingsworth St,Portland,97217,1.0,2.0,1100.0,"FOR INFORMATION OR TO SCHEDULE AN A SHOWING PLEASECONTACT; JON AT 503-841-3244 OR EMAIL JON@PPIRENTALS.COM Available2/15/13 2 bed/1.5 bath 1100 sq ft. Townhouse located in convenientOverlook neighborhood. Large living room with fireplace, naturalwood trim and newer carpet. Bright kitchen with stove, fridge, anddishwasher, plus dining area overlooking private patio. Washer anddryer hookups conveniently located upstairs with bedrooms and fullbath. Includes off street parking for 1 car. Near shops and cafes,MAX and PCC Cascade Campus. PPI-Portland's ProfessionalProperty Management Experts! Information deemed reliable but notguaranteed.",2021-03-09 22:46:40,135.0,880000,880000,2021
6536 N Delaware Ave,Portland,97217,3.0,4.0,2906.0,"Bright Arbor Lodge Contemporary with flexible floor plan for live, work and play. Ground-up remodel completed in 2016. Primary Bedroom with large bath and walk-in closet plus two more Bedrooms and bath upstairs. Large bed + bath on main floor could be used as a play room or second study. Plus bonus room down! You'll love the finishes and gas cooktop. The open plan kitchen/dining extends to outdoor living in the flat, fenced back yard. Sit on the front porch, walk to the Park. Move in ready! [Home Energy Score = 2. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10188552]",2021-03-09 22:46:40,135.0,735000,735000,2021
5314 N Borthwick Ave,Portland,97217,4.0,3.0,2420.0,"Lovely, well-maintained 3 bedroom (possibly 4) home within blocks of eateries, parks, PCC  Cascade, and 1/2 mile to the Mississippi Ave. District. Central vac. Plantation shutters on main and upper levels. Finished basement. Charming fully fenced back yard w/ stone patio, garden beds, and drip system. Eco-friendly fun and adventure await with a walking score of 92 and a bike score of 100! A Sound-blocking firewall separates both homes. Easy access to I-5 and #4 bus stop to downtown PDX.",2021-03-09 22:46:40,135.0,674000,674000,2021
6029 NE Broadway,Portland,97213,2.0,3.0,3222.0,"Light filled and spacious Mid-Century on a South facing corner lot with high quality updates and room for everyone. Gorgeous custom built mahogany cabinets in the chef's kitchen, beautifully updated bathrooms, hardwoods throughout, 2 fireplaces. Master suite above, 2 bedrooms on the main, all with double closets. Tons of flex space in the basement for additional bedrooms, offices, family room, etc. Great close-in Rose City Park location in a quiet neighborhood. SUN open cancelled due to snow. [Home Energy Score = 3. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10047396]",2021-03-18 01:13:20,127.0,740000,740000,2021
4120 NE Beaumont St,Portland,97212,4.0,4.0,3361.0,"A Touch of Tuscany on Alameda Ridge , this Mediterranean home features  Palladian windows,  natural light, rich hardwoods, coved ceilings, original craftsman accents throughout. New gourmet kitchen,ample bedrooms, family room/basement and beautiful exterior tiled patio with terraced grounds and city views make this a true quality home. Exquisite ,professionally landscaped, in a perfect central location in the heart of Beaumont Village -a truly timeless home of style and grace . [Home Energy Score = 1. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10187284]",2021-03-18 01:13:20,127.0,1350000,1350000,2021
7398 N Campbell Ave,Portland,97217,3.0,4.0,2761.0,"Welcome to this picturesque 4 bedroom, 2.5 bathroom home. The open-concept floorplan is perfect for comfortable living and entertaining. Enjoy an impressive center island and a gas stove in this stunning kitchen. The primary bedroom is spacious and features a walk-in closet and a luxurious en suite bathroom with double vanity sinks and a garden tub. Retreat to your private backyard that offers a well-manicured lawn and garden beds. Conveniently located near restaurants, schools, and freeways. [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10104958]",2021-03-10 23:46:40,134.0,731500,731500,2021
2337 NE Ainsworth St,Portland,97211,3.0,4.0,2716.0,"Income generator,Beautiful home in highly desired Concordia neighborhood  corner lot w/ 2Car garage converted to a 500  SF ADU, leased ADU til 4/30/2021. Huge kitchen w/ nook, butcher block counters & tile floors & main level 3rd bd,  finished lower level w/media room. Could be converted to an additional ADU w/separate entrance, concrete back patio area & flag stone side yard for all your outdoor entertaining. New forced air gas furnace & attic fan. New paint inside & out, new laminate & carpet.",2021-03-09 22:46:40,135.0,774000,774000,2021
7027 N Moore Ave,Portland,97217,3.0,4.0,3500.0,"Restored spacious bungalow w/thoughtful updates, stunning kitchen w/locally sourced reclaimed custom oak cabinets, remodeled bath, designer tiles and light fixtures, fresh interior paint and oh so much flexible space! Large bedrooms, den/office, formal dining and bonus living space in partially finished basement. Lovely fenced backyard with built in benches and fire pit, detached garage and a sweet front porch!",2021-03-12 00:46:40,133.0,765000,765000,2021
4624 NE Fremont St,Portland,97213,2.0,3.0,3013.0,"Own a historic landmark. The Herbert Ewbank Jr. craftsman bungalow offers a rare stone-faced concrete exterior flanked by a dramatic wrap-around porch. The light filled interior is brimming w/ original millwork and old growth floors. Kitchen & bath restored to period by Craftsman Design and Renovation. Flex mom-in-law space below includes full kitchen and second bath. ADU? Meticulous gardens, off-street parking, stone-coated metal 50 yr roof. A treasure in the heart of thriving Beaumont Village.",2021-03-18 23:26:40,126.0,750000,750000,2021
5512 NE 23rd Ave,Portland,97211,3.0,3.0,2179.0,"Stunning superior finish quality in this better than new townhouse just one block from Alberta Park. Real hardwood floors and incredible flow on the main floor. Beautiful kitchen with marble subway tile and island, high-end appliances and true formal dining room. Massive primary suite plus two more generous bedrooms, guest bath and laundry on the second floor. Deep garage with bonus storage room. Darling backyard with custom brick patio. Fabulous location near Alberta Arts, New Seasons and more!",2021-03-12 00:46:40,133.0,675000,675000,2021
646 SE 60th Ave,Portland,97215,3.0,3.0,4480.0,"646 SE 60th Ave, Portland, OR 97215 is a apartment home that contains 4,480 sq ft and was built in 1926. It contains 3 bedrooms and 3 bathrooms. This home last sold for $751,550 in March 2021. 
 
The Rent Zestimate for this home is $4,039/mo.",2021-03-18 23:26:40,126.0,751550,751550,2021
1017 NE Skidmore St,Portland,97211,3.0,4.0,3068.0,"Updated Sabin Old Portland. 4 bedrooms, 2 & 1/2 baths - primary suite on the main! Beautiful hardwds, built-ins & mill-work throughout main. Formal entry w/ french doors, large livingrm w/ gas firepl, open kitchen-dining laundry room & 1/2 bath on main. 3 beds & full bath, plus loft area up. Outside basement entry w/ seismic bolting-great for storage/shop & game area. O`sized lot large patio, covered area-plenty of off street parking. Great location with Alberta and 15th & Fremont within blocks. [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10189083]",2021-03-15 23:13:20,129.0,789325,789325,2021
6136 NE 27th Ave,Portland,97211,3.0,4.0,3316.0,Spacious Concordia home with hardwood and pine floors on the main. Remodeled kitchen with quartz counters and stainless steel appliances. Finished basement with large bathroom sanctuary. Large master suite upstairs with adjacent office or nursery. Long driveway provides ample parking. Plenty of room for everyone to spread out and have their own private time!,2021-03-15 23:13:20,129.0,709500,709500,2021
2125 NE 45th Ave,Portland,97213,2.0,3.0,3029.0,"Welcome home to your traditional Portland beauty. This warm and inviting home is perfectly located in close proximity to nearby parks.  Oak hardwood floors, original built-ins and stained glass windows. Bedroom and full bath on the main floor. Enjoy spacious living with abundant sunlight and a large kitchen. Five minutes to local restaurants, grocery stores, and library. In the Beverly Cleary and Grant School district. [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10188593]",2021-03-21 23:40:00,123.0,670000,670000,2021
2424 NE 58th Ave,Portland,97213,2.0,3.0,2443.0,"Charm, character, exceptional care and restoration at every level. All the warmth of a craftsman but with modern living comforts. Upper level master suite, remodeled kitchen, large remodeled bathrooms, newly built garage, new siding, new paint, new front porch, new steps/concrete, new carpet, new fence, new patio, new landscaping, bistro lights. Exterior basement access. New Mini Split A/C + heat in master. Forced air main level. So much more! [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10189181]",2021-03-21 23:40:00,123.0,747500,747500,2021
8232-8244 SE Washington St,Portland,97216,6.0,7.0,2760.0,"Conveniently located SE tri-plex on bus line and close to grocery and restaurants. Great investment, easy to rent. All three units have 2 baths and attached garage. Write offers subject to interior inspection. Please do not disturb tenants.",2021-03-23 22:53:20,121.0,705000,705000,2021
2826 NE 64th Ave,Portland,97213,2.0,3.0,2640.0,"This Rose City Park bungalow is perfectly situated for easy access to the Hollywood district and commuter arteries. Thoughtfully remodeled with light-filled rooms, closet organizers, and a spacious kitchen w/eating bar, lots of storage, lower cabinets featuring easy-access soft-close drawers, quartz countertops, wine rack, & stainless steel appliances (Bosch dishwasher, 5-burner gas stove w/grill, FS fridge). Wood floors (luxury vinyl in kitchen) and a raised deck overlooking the back yard. [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10188972]",2021-03-23 22:53:20,121.0,725000,725000,2021
3335 NE 49th Ave,Portland,97213,2.0,3.0,2354.0,"WOW! Stunning turn-key English just a block from Beaumont Shops! A beautiful combination of strong stewardship & tasteful remodeling in this 3 bed, 2 bath northeast home!  Over 2300 square feet across three finished floors.  Remodeled upstairs bathroom is something to see!  Gorgeous hardwoods, 1920's millwork & built-ins throughout! Amazing backyard, oversized garage, newer central AC, wood-burning fireplace & located in the Alameda Elementary and Grant catchment areas! Gorgeous inside and out! [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10189183]",2021-03-26 00:53:20,119.0,833050,833050,2021
712 NE 43rd Ave,Portland,97213,4.0,5.0,4328.0,"This stately 1923 residence on a quiet, tree-lined street in Portland's coveted Laurelhurst neighborhood has been updated for modern living. Features include a main floor that is perfectly suited for entertaining, a lovely open-concept kitchen, abundant natural light, an incredible owner's suite with walk in shower and soaking tub, two third floor flex spaces, and a recently waterproofed basement.  Experience the charm of old-meets-new in this incredible property in an unbeatable location. [Home Energy Score = 5. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10188782]",2021-03-24 23:53:20,120.0,1100000,1100000,2021
4224 NE 15th Ave,Portland,97211,4.0,4.0,2787.0,"FOLLOW COVID INSTRUCTIONS! Spectacular Modern townhome designd for indoor/outdoor living. The layout: includes double wide sliding doors off the great room to the private deck,  bonus room w/full bath and separate entrance. Fantastic home to work and play. Great investment property, previously rented for $3,800 a month. VIRTUALLY STAGED.",2021-03-18 01:13:20,127.0,735000,735000,2021
2545 NE 43rd Ave,Portland,97213,4.0,5.0,3517.0,"Light filled Craftsman in Grant Park! Tastefully remodeled thru-out while retaining the charm of 1917. Stunning kitchen opens to welcoming family room and dining. Coveted 3 bed/2 bath+laundry up plus 2 bedrooms including 2nd owners suite on main!  Garage conversion w/skylights, French doors- studio,home office, guest space? Wonderful neighborhood a stones throw to Grant Park,Hollywood district shops,Whole Foods, farmers market.  Fantastic schools. The large front porch is just waiting for you! [Home Energy Score = 4. HES Report at https://rpt.greenbuildingregistry.com/hes/OR10012870]",2021-03-31 00:20:00,114.0,1262421,1262421,2021
